part_sg_partido,desp_tx_segmento_despesa,desp_tx_tipo_despesa,data_nr_ano,data_tx_ano_mes,part_qt_responsaveis,part_qt_deputados,part_qt_documentos,part_qt_fornecedores,part_vl_total_documento,part_vl_total_glosa,part_vl_total_liquido,part_vl_medio_liquido,part_pc_participacao_segmento
AVANTE,Combustível,Combustíveis E Lubrificantes.,2022,2022-09,5,5,53,39,12084.71,130.06,11954.65,225.559434,13.31
AVANTE,Comunicação,Telefonia,2022,2022-09,3,3,11,5,3748.63,365.00,3383.63,260.279231,3.77
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2022,2022-09,1,1,20,1,403.85,0.00,403.85,20.192500,0.45
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2022,2022-09,3,3,10,8,21120.45,65.20,21055.25,2105.525000,23.44
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2022,2022-09,3,3,8,5,31100.38,0.00,31100.38,3887.547500,34.62
AVANTE,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2022,2022-10,1,1,1,1,1000.00,0.00,1000.00,1000.000000,0.87
AVANTE,Viagens,Passagem Aérea - Sigepa,2022,2022-10,2,2,5,0,6752.55,0.00,6752.55,964.650000,5.89
AVANTE,Comunicação,Telefonia,2022,2022-10,3,3,11,4,4174.07,428.25,3745.82,288.140000,3.27
AVANTE,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",2022,2022-10,1,1,1,1,15000.00,0.00,15000.00,15000.000000,13.09
AVANTE,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2022,2022-10,1,1,1,1,163.92,0.00,163.92,163.920000,0.14
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2022,2022-10,3,3,11,3,40150.00,0.00,40150.00,3650.000000,35.04
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2022,2022-10,3,3,8,7,4764.59,0.50,4764.09,595.511250,4.16
AVANTE,Outros,Serviços Postais,2022,2022-10,4,4,1,1,328.95,0.00,328.95,46.992857,0.29
AVANTE,Combustível,Combustíveis E Lubrificantes.,2022,2022-10,6,6,65,43,26357.58,1450.00,24907.58,383.193538,21.74
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2022,2022-10,3,3,9,8,11882.79,72.78,11810.01,1312.223333,10.31
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2022,2022-10,2,2,4,3,3584.61,500.00,3084.61,771.152500,2.69
AVANTE,Viagens,Passagem Aérea - Reembolso,2022,2022-10,1,1,1,1,2860.69,0.00,2860.69,2860.690000,2.50
AVANTE,Viagens,Passagem Aérea - Sigepa,2022,2022-11,5,5,45,0,64732.85,0.00,64732.85,1176.960909,31.40
AVANTE,Viagens,Passagem Aérea - Rpa,2022,2022-11,2,2,4,2,3372.72,0.00,3372.72,843.180000,1.64
AVANTE,Outros,Serviços Postais,2022,2022-11,4,4,1,1,322.92,0.00,322.92,46.131429,0.16
AVANTE,Combustível,Combustíveis E Lubrificantes.,2022,2022-11,5,5,71,49,16773.23,355.90,16417.33,231.230000,7.96
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2022,2022-11,1,1,1,1,6500.00,0.00,6500.00,6500.000000,3.15
AVANTE,Comunicação,Telefonia,2022,2022-11,3,3,9,3,3113.49,371.92,2741.57,304.618889,1.33
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2022,2022-11,1,1,2,2,995.41,0.00,995.41,497.705000,0.48
AVANTE,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2022,2022-11,1,1,1,1,198.80,11.81,186.99,186.990000,0.09
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2022,2022-11,3,3,8,4,52700.38,0.00,52700.38,6587.547500,25.56
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2022,2022-11,2,2,16,4,1921.14,0.00,1921.14,120.071250,0.93
AVANTE,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2022,2022-11,1,1,1,1,1380.00,0.00,1380.00,1380.000000,0.67
AVANTE,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",2022,2022-11,2,2,2,2,25000.00,0.00,25000.00,12500.000000,12.13
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2022,2022-11,4,4,20,11,30797.19,890.96,29906.23,1495.311500,14.51
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2022,2022-12,4,4,7,5,30447.88,0.00,30447.88,4349.697143,8.38
AVANTE,Viagens,Passagem Aérea - Sigepa,2022,2022-12,5,5,42,0,64550.36,0.00,64550.36,1373.411915,17.76
AVANTE,Outros,Serviços Postais,2022,2022-12,3,3,1,1,1210.26,0.00,1210.26,67.236667,0.33
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2022,2022-12,3,3,9,5,97600.00,0.00,97600.00,10844.444444,26.85
AVANTE,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",2022,2022-12,2,2,6,4,122000.00,0.00,122000.00,20333.333333,33.57
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2022,2022-12,1,1,6,3,300.86,0.00,300.86,50.143333,0.08
AVANTE,Combustível,Combustíveis E Lubrificantes.,2022,2022-12,5,5,66,34,27028.09,1.06,27027.03,409.500455,7.44
AVANTE,Viagens,Passagem Aérea - Rpa,2022,2022-12,1,1,3,3,-1125.69,0.00,-1125.69,-375.230000,-0.31
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2022,2022-12,3,3,18,11,17152.66,281.87,16870.79,937.266111,4.64
AVANTE,Comunicação,Telefonia,2022,2022-12,3,3,11,4,4762.52,428.30,4334.22,228.116842,1.19
AVANTE,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2022,2022-12,1,1,1,1,219.99,0.00,219.99,219.990000,0.06
AVANTE,Comunicação,Telefonia,2023,2023-01,4,4,10,4,4808.25,485.68,4322.57,360.214167,1.67
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-01,1,1,9,5,288.28,0.00,288.28,32.031111,0.11
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-01,3,3,6,4,31400.38,0.00,31400.38,5233.396667,12.16
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-01,3,3,6,4,236796.00,62120.20,144745.00,20677.857143,56.03
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-01,4,4,11,10,22281.05,183.35,22097.70,2008.881818,8.55
AVANTE,Combustível,Combustíveis E Lubrificantes.,2023,2023-01,5,5,45,37,15288.40,45.06,15243.34,338.740889,5.90
AVANTE,Viagens,Passagem Aérea - Sigepa,2023,2023-01,5,5,18,0,28349.46,0.00,28349.46,1232.585217,10.97
AVANTE,Viagens,Passagem Aérea - Reembolso,2023,2023-01,1,1,1,1,1395.55,0.00,1395.55,1395.550000,0.54
AVANTE,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",2023,2023-01,1,1,1,1,15000.00,0.00,9518.16,9518.160000,3.68
AVANTE,Outros,Serviços Postais,2023,2023-01,3,3,1,1,628.99,0.00,628.99,69.887778,0.24
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-01,1,1,1,1,336.00,0.00,336.00,336.000000,0.13
AVANTE,Combustível,Combustíveis E Lubrificantes.,2023,2023-02,3,3,27,21,5533.65,0.00,5533.65,204.950000,3.50
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-02,1,1,17,2,691.90,0.00,691.90,40.700000,0.44
AVANTE,Comunicação,Telefonia,2023,2023-02,4,4,8,3,3833.25,66.52,3766.73,376.673000,2.39
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-02,2,2,8,3,466.46,0.00,466.46,58.307500,0.30
AVANTE,Viagens,Passagem Aérea - Sigepa,2023,2023-02,6,6,40,0,57570.14,0.00,57570.14,1251.524783,36.45
AVANTE,Viagens,Passagem Aérea - Reembolso,2023,2023-02,2,2,2,1,2185.30,0.00,2185.30,1092.650000,1.38
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-02,2,2,2,2,16180.00,0.00,16180.00,8090.000000,10.25
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-02,4,4,14,9,15237.06,205.54,15031.52,1073.680000,9.52
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-02,2,2,5,5,41500.00,0.00,41500.00,8300.000000,26.28
AVANTE,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",2023,2023-02,1,1,1,1,15000.00,0.00,15000.00,15000.000000,9.50
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-03,5,5,11,10,84785.00,0.00,84785.00,7707.727273,34.51
AVANTE,Viagens,Passagem Aérea - Sigepa,2023,2023-03,6,6,54,0,78173.15,0.00,78173.15,1281.527049,31.82
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-03,2,2,29,2,429.33,0.00,429.33,14.804483,0.17
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-03,4,4,18,13,23904.67,186.99,23717.68,1317.648889,9.65
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-03,1,1,3,2,926.45,0.00,926.45,308.816667,0.38
AVANTE,Combustível,Combustíveis E Lubrificantes.,2023,2023-03,5,5,64,43,28554.21,1745.17,26809.04,418.891250,10.91
AVANTE,Comunicação,Telefonia,2023,2023-03,5,5,9,5,5373.05,8.67,5364.38,487.670909,2.18
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-03,2,2,13,6,741.82,0.00,741.82,57.063077,0.30
AVANTE,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-03,1,1,1,1,450.00,0.00,450.00,450.000000,0.18
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-03,3,3,3,3,24250.00,2287.00,21963.00,7321.000000,8.94
AVANTE,Viagens,Passagem Aérea - Rpa,2023,2023-03,1,1,1,1,2299.27,0.00,2299.27,2299.270000,0.94
AVANTE,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-04,1,1,2,2,407.52,0.00,407.52,203.760000,0.25
AVANTE,Combustível,Combustíveis E Lubrificantes.,2023,2023-04,4,4,47,33,10553.96,0.00,10553.96,224.552340,6.48
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-04,2,2,6,3,324.80,0.00,324.80,54.133333,0.20
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-04,4,4,13,13,66130.00,0.00,66130.00,5086.923077,40.61
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-04,4,4,4,4,35617.62,2287.00,33330.62,8332.655000,20.47
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-04,4,4,19,19,23663.39,265.66,23397.73,1231.459474,14.37
AVANTE,Viagens,Passagem Aérea - Sigepa,2023,2023-04,6,6,21,0,23378.36,0.00,23378.36,806.150345,14.36
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-04,2,2,26,2,224.21,0.00,224.21,8.623462,0.14
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-04,1,1,1,1,834.00,0.00,834.00,834.000000,0.51
AVANTE,Comunicação,Telefonia,2023,2023-04,6,6,10,5,4972.96,703.49,4269.47,304.962143,2.62
AVANTE,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-05,1,1,3,2,472.61,0.00,472.61,157.536667,0.18
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-05,4,4,18,12,22737.68,124.48,22613.20,1256.288889,8.55
AVANTE,Comunicação,Telefonia,2023,2023-05,6,6,14,8,7023.16,1116.50,5906.66,347.450588,2.23
AVANTE,Viagens,Passagem Aérea - Sigepa,2023,2023-05,6,6,57,0,67647.70,0.00,67647.70,901.969333,25.58
AVANTE,Combustível,Combustíveis E Lubrificantes.,2023,2023-05,4,4,58,43,13340.27,0.00,13340.27,230.004655,5.04
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-05,5,5,16,16,76200.00,0.00,76200.00,4762.500000,28.82
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-05,4,4,8,4,75580.00,2287.00,73293.00,9161.625000,27.72
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-05,2,2,8,5,559.75,15.79,543.96,67.995000,0.21
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-05,2,2,52,2,1753.48,9.85,1743.63,33.531346,0.66
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-05,1,1,2,1,2677.50,0.00,2677.50,1338.750000,1.01
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-06,4,4,21,15,23696.21,122.71,23573.50,1122.547619,10.08
AVANTE,Viagens,Passagem Aérea - Sigepa,2023,2023-06,6,6,29,0,29125.84,0.00,29125.84,882.601212,12.45
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-06,2,2,4,4,3747.96,0.00,3747.96,936.990000,1.60
AVANTE,Comunicação,Telefonia,2023,2023-06,5,5,13,8,6512.04,857.30,5654.74,297.617895,2.42
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-06,2,2,48,2,1335.48,2.99,1332.49,27.760208,0.57
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-06,4,4,7,4,66580.00,4574.00,62006.00,8858.000000,26.50
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-06,2,2,4,4,316.73,0.00,316.73,79.182500,0.14
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-06,5,5,18,16,80050.00,0.00,80050.00,4447.222222,34.21
AVANTE,Combustível,Combustíveis E Lubrificantes.,2023,2023-06,5,5,55,35,31849.59,3680.64,28168.95,512.162727,12.04
AVANTE,Combustível,Combustíveis E Lubrificantes.,2023,2023-07,4,4,62,39,16649.25,30.00,16619.25,268.052419,8.56
AVANTE,Comunicação,Telefonia,2023,2023-07,5,5,10,5,4319.97,257.75,4062.22,270.814667,2.09
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-07,1,1,2,2,3827.80,0.00,3827.80,1913.900000,1.97
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-07,3,3,5,3,36580.00,0.00,36580.00,7316.000000,18.83
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-07,5,5,18,16,65694.00,0.00,65694.00,3649.666667,33.82
AVANTE,Viagens,Passagem Aérea - Sigepa,2023,2023-07,6,6,34,0,38092.05,0.00,38092.05,929.074390,19.61
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-07,4,4,22,18,28391.42,118.14,28273.28,1285.149091,14.56
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-07,1,1,7,3,333.30,0.00,333.30,47.614286,0.17
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-07,3,3,31,7,758.73,4.63,754.10,24.325806,0.39
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-08,1,1,1,1,391.36,0.00,391.36,391.360000,0.18
AVANTE,Combustível,Combustíveis E Lubrificantes.,2023,2023-08,4,4,78,44,15722.04,0.00,15722.04,201.564615,7.16
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-08,2,2,62,4,1738.99,6.85,1732.14,27.937742,0.79
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-08,5,5,14,14,63232.21,0.00,63232.21,4516.586429,28.79
AVANTE,Viagens,Passagem Aérea - Reembolso,2023,2023-08,1,1,1,1,500.00,0.00,500.00,500.000000,0.23
AVANTE,Viagens,Passagem Aérea - Sigepa,2023,2023-08,6,6,43,0,49209.66,0.00,49209.66,911.290000,22.40
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-08,4,4,22,20,22811.97,123.28,22688.69,1031.304091,10.33
AVANTE,Comunicação,Telefonia,2023,2023-08,4,4,8,5,3765.07,303.39,3461.68,314.698182,1.58
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-08,1,1,17,8,707.44,0.00,707.44,41.614118,0.32
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-08,4,4,7,4,66580.00,4574.00,62006.00,8858.000000,28.23
AVANTE,Comunicação,Telefonia,2023,2023-09,5,5,11,6,5947.69,638.55,5309.14,379.224286,2.93
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-09,4,4,18,18,22639.48,157.19,22482.29,1249.016111,12.42
AVANTE,Combustível,Combustíveis E Lubrificantes.,2023,2023-09,4,4,76,46,17342.47,0.00,17342.47,228.190395,9.58
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-09,2,2,3,2,390.00,0.00,390.00,130.000000,0.22
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-09,5,5,7,5,52630.00,2287.00,50343.00,7191.857143,27.80
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-09,2,2,3,3,183.31,0.00,183.31,61.103333,0.10
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-09,5,5,15,14,55419.05,0.00,55419.05,3694.603333,30.61
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-09,2,2,24,2,1132.70,19.44,1113.26,46.385833,0.61
AVANTE,Viagens,Passagem Aérea - Sigepa,2023,2023-09,6,6,25,0,28495.40,0.00,28495.40,919.206452,15.74
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-10,2,2,42,5,1218.49,2.99,1215.50,28.940476,0.59
AVANTE,Comunicação,Telefonia,2023,2023-10,5,5,11,6,5931.57,321.80,5609.77,400.697857,2.71
AVANTE,Combustível,Combustíveis E Lubrificantes.,2023,2023-10,4,4,64,32,20782.93,358.01,20424.92,319.139375,9.87
AVANTE,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-10,1,1,1,1,283.00,0.00,283.00,283.000000,0.14
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-10,5,5,17,16,59120.34,0.00,59120.34,3477.667059,28.56
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-10,4,4,6,4,48080.00,0.00,48080.00,8013.333333,23.22
AVANTE,Viagens,Passagem Aérea - Sigepa,2023,2023-10,6,6,36,0,36012.06,0.00,36012.06,720.241200,17.40
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-10,5,5,25,19,36138.15,210.71,35927.44,1437.097600,17.35
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-10,1,1,13,3,351.69,0.00,351.69,27.053077,0.17
AVANTE,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-11,1,1,1,1,76.15,0.00,76.15,76.150000,0.03
AVANTE,Combustível,Combustíveis E Lubrificantes.,2023,2023-11,4,4,59,29,20545.48,1074.62,19470.86,330.014576,8.49
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-11,5,5,20,19,29997.92,232.69,29765.23,1488.261500,12.97
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-11,5,5,22,18,88081.95,0.00,88081.95,4003.725000,38.39
AVANTE,Viagens,Passagem Aérea - Sigepa,2023,2023-11,6,6,50,0,25561.90,0.00,25561.90,405.744444,11.14
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-11,1,1,12,4,635.57,19.18,616.39,51.365833,0.27
AVANTE,Comunicação,Telefonia,2023,2023-11,5,5,14,6,7114.05,127.40,6986.65,436.665625,3.04
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-11,2,2,35,2,928.42,7.76,920.66,26.304571,0.40
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-11,2,2,6,4,1896.14,0.00,1896.14,316.023333,0.83
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-11,5,5,8,5,56080.00,0.00,56080.00,7010.000000,24.44
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-12,4,4,29,22,31146.93,58.83,31088.10,1072.003448,10.00
AVANTE,Combustível,Combustíveis E Lubrificantes.,2023,2023-12,3,3,52,21,14192.95,0.00,14192.95,272.941346,4.57
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-12,2,2,3,3,1814.77,0.00,1814.77,604.923333,0.58
AVANTE,Comunicação,Telefonia,2023,2023-12,6,6,9,6,5141.10,464.91,4676.19,389.682500,1.50
AVANTE,Viagens,Passagem Aérea - Sigepa,2023,2023-12,6,6,31,0,35571.09,0.00,35571.09,711.421800,11.45
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-12,1,1,27,1,935.32,17.18,918.14,34.005185,0.30
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-12,2,2,3,2,193.68,11.40,182.28,60.760000,0.06
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-12,5,5,30,22,148070.47,0.00,145509.77,4850.325667,46.83
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-12,6,6,9,6,79060.00,2287.00,76773.00,8530.333333,24.71
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-01,1,1,3,2,115.30,0.00,115.30,38.433333,0.07
AVANTE,Combustível,Combustíveis E Lubrificantes.,2024,2024-01,5,5,46,33,33025.09,22.15,33002.94,717.455217,19.41
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-01,4,4,15,15,21715.45,59.09,21656.36,1443.757333,12.74
AVANTE,Viagens,Passagem Aérea - Sigepa,2024,2024-01,3,3,15,0,21867.52,0.00,21867.52,1366.720000,12.86
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-01,4,4,6,4,54600.00,4574.00,50026.00,8337.666667,29.42
AVANTE,Comunicação,Telefonia,2024,2024-01,6,6,9,5,5308.06,595.87,4712.19,392.682500,2.77
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-01,4,4,10,10,38654.19,0.00,38654.19,3865.419000,22.73
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-02,1,1,1,1,444.15,0.00,444.15,444.150000,0.20
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-02,1,1,25,3,593.55,0.00,593.55,23.742000,0.27
AVANTE,Comunicação,Telefonia,2024,2024-02,6,6,10,6,5595.69,541.01,5054.68,388.821538,2.31
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-02,6,6,16,8,87125.00,2287.00,84838.00,5302.375000,38.81
AVANTE,Combustível,Combustíveis E Lubrificantes.,2024,2024-02,5,5,51,33,16273.05,21.59,16251.46,318.656078,7.44
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-02,1,1,11,5,403.53,0.00,403.53,36.684545,0.18
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-02,4,4,23,17,24028.14,204.84,23823.30,1035.795652,10.90
AVANTE,Viagens,Passagem Aérea - Sigepa,2024,2024-02,5,5,42,0,39624.77,0.00,39624.77,720.450364,18.13
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-02,5,5,13,13,47149.24,0.00,47149.24,3626.864615,21.57
AVANTE,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-02,1,1,1,1,389.99,0.00,389.99,389.990000,0.18
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-03,1,1,7,4,272.95,0.00,272.95,38.992857,0.12
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-03,1,1,18,8,652.13,0.00,652.13,36.229444,0.30
AVANTE,Comunicação,Telefonia,2024,2024-03,4,4,10,4,4646.69,32.27,4614.42,461.442000,2.10
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-03,5,5,15,14,27414.52,135.69,27278.83,1818.588667,12.43
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-03,5,5,7,5,45195.00,0.00,45195.00,6456.428571,20.60
AVANTE,Viagens,Passagem Aérea - Sigepa,2024,2024-03,5,5,35,0,44235.08,0.00,44235.08,983.001778,20.16
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-03,5,5,20,19,79384.47,0.00,79384.47,3969.223500,36.18
AVANTE,Combustível,Combustíveis E Lubrificantes.,2024,2024-03,4,4,53,30,17512.32,0.00,17512.32,330.421132,7.98
AVANTE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-03,1,1,1,1,280.00,0.00,280.00,280.000000,0.13
AVANTE,Viagens,Passagem Aérea - Sigepa,2024,2024-04,5,5,39,0,45027.77,0.00,45027.77,882.897451,18.12
AVANTE,Comunicação,Telefonia,2024,2024-04,3,3,6,4,1808.44,198.03,1610.41,268.401667,0.65
AVANTE,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-04,1,1,2,2,719.70,0.00,719.70,359.850000,0.29
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-04,4,4,21,15,30547.10,102.95,30444.15,1449.721429,12.25
AVANTE,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-04,5,5,9,7,53139.33,0.00,53139.33,5904.370000,21.38
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-04,1,1,10,2,255.85,0.00,255.85,25.585000,0.10
AVANTE,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-04,1,1,15,7,577.34,0.00,577.34,38.489333,0.23
AVANTE,Combustível,Combustíveis E Lubrificantes.,2024,2024-04,5,5,66,34,33482.04,191.09,33290.95,504.408333,13.39
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-04,5,5,23,20,83471.71,0.00,83471.71,3629.204783,33.59
AVANTE,Combustível,Combustíveis E Lubrificantes.,2024,2024-05,4,4,59,28,16512.44,0.00,16512.44,279.871864,8.13
AVANTE,Viagens,Passagem Aérea - Sigepa,2024,2024-05,6,6,47,0,37604.94,0.00,37604.94,587.577188,18.51
AVANTE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-05,3,3,9,9,17181.92,102.70,17079.22,1897.691111,8.41
AVANTE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-05,1,1,1,1,10.00,0.00,10.00,10.000000,0.00
AVANTE,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-05,5,5,16,14,71531.97,0.00,71531.97,4470.748125,35.21
