sk_resp_ceap,id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,desp_tx_segmento_despesa,desp_tx_tipo_despesa,forn_fl_cnpj_suspeito,forn_tx_motivo_cnpj_suspeito,forn_tx_status_consulta_cnpj,forn_tx_situacao_cadastral,qt_fornecedores,qt_documentos,desp_vl_total_liquido,vl_media_categoria_uf,vl_desvio_categoria_uf,desp_nr_zscore,desp_tx_classificacao_anomalia
249,74655,Eduardo Barbosa,PSDB,MG,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,3,102.30,3421.773553,6721.942950865462,-0.4938,Fornecedor com CNPJ suspeito
323,160587,Fábio Trad,PSD,MS,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,19,47,92762.91,244824.753226,352025.1744174792,-0.432,Comportamento esperado
383,141450,Hugo Leal,PSD,RJ,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,28,49,32817.52,13016.628636,21468.959145470457,0.9223,Comportamento esperado
133,74171,Chico Alencar,PSOL,RJ,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,4,10,22409.49,162239.394390,163272.60476613723,-0.8564,Comportamento esperado
335,220702,Geraldo Mendes,UNIÃO,PR,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,3,26,121780.00,113439.957419,130977.93601797776,0.0637,Comportamento esperado
537,220599,Marcelo Crivella,REPUBLICANOS,RJ,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,3,50,15080.58,11897.719661,18918.17939394703,0.1682,Comportamento esperado
89,204374,Bia Kicis,PL,DF,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,1,53,236792.00,118149.428125,89877.33858167462,1.32,Comportamento esperado
760,178861,Ronaldo Carletto,PP,BA,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,2,9,6678.61,31763.658913,54219.86604798766,-0.4627,Comportamento esperado
437,178970,João Daniel,PT,SE,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,4,77,421000.00,230946.483077,301200.1033422071,0.631,Comportamento esperado
787,226837,Saulo Pedroso,PSD,SP,Outros,Aquisição De Tokens E Certificados Digitais,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,41.00,237.090000,170.74249018787194,-1.1485,Comportamento esperado
50,220632,Ana Pimentel,PT,MG,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,2479.85,40253.940526,63478.97879162227,-0.5951,Comportamento esperado
552,204431,Marcos Aurélio Sampaio,PSD,PI,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,2,10,156500.00,255170.175556,326071.87108703476,-0.3026,Comportamento esperado
556,178943,Marcos Soares,UNIÃO,RJ,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,4,14,52264.77,162239.394390,163272.60476613723,-0.6736,Comportamento esperado
368,204548,Heitor Freire,UNIÃO,CE,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,4,4,25150.00,263931.285395,366906.3702021798,-0.6508,Comportamento esperado
627,66179,Norma Ayub,PP,ES,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,13,155,42492.83,101936.796563,164857.25422120074,-0.3606,Comportamento esperado
72,160600,Arthur Oliveira Maia,UNIÃO,BA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,174,438,280912.05,76280.976842,110667.4963849575,1.8491,Comportamento esperado
617,74165,Neucimar Fraga,PP,ES,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,96,166,49543.76,49148.417879,67749.62213949014,0.0058,Comportamento esperado
372,204444,Helio Lopes,PL,RJ,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,77,281,68346.67,44023.319398,62812.667137756165,0.3872,Comportamento esperado
814,204534,Tabata Amaral,PSB,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,1,Erro na consulta pública de CNPJ,ERROR,,1,76,16000.15,98538.487659,143509.98800071477,-0.5751,Fornecedor com CNPJ suspeito
619,178896,Newton Cardoso Jr,MDB,MG,Viagens,Passagem Aérea - Sigepa,,,,,0,188,210994.76,195216.599630,167832.49260588933,0.094,Comportamento esperado
490,204404,Lucas Redecker,PSD,RS,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,53,148,49069.82,21826.986437,35658.661568585754,0.764,Comportamento esperado
508,73778,Luiz Carlos Hauly,PODE,PR,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,5,42,178258.00,263664.052022,329972.5348930845,-0.2588,Fornecedor com CNPJ suspeito
300,204445,Fernando Mineiro,PT,RN,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,3,107,148270.97,157542.546842,185025.17121572056,-0.0501,Comportamento esperado
65,220675,Antônio Doido,MDB,PA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,103,312,112405.96,39488.928400,62234.56368268833,1.1716,Comportamento esperado
234,220528,Dr. Victor Linhalis,PODE,ES,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,8,57,330987.51,171214.090476,129265.73835992759,1.236,Comportamento esperado
702,220580,Professora Goreth,PDT,AP,Viagens,Passagem Aérea - Sigepa,,,,,0,167,189791.53,180390.483889,137999.8120825282,0.0681,Comportamento esperado
547,178983,Marcio Alvino,PL,SP,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,1,76,8689.56,19889.940211,25751.500071775903,-0.4349,Comportamento esperado
461,220677,Keniston Braga,MDB,PA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,26,101,66460.22,39488.928400,62234.56368268833,0.4334,Comportamento esperado
15,204495,Airton Faleiro,PT,PA,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,6,7,4303.50,12723.705217,19811.362899516178,-0.425,Comportamento esperado
490,204404,Lucas Redecker,PSDB,RS,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,78,196,48580.96,60520.148547,97388.05968907535,-0.1226,Comportamento esperado
252,204500,Eduardo Costa,PSD,PA,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,17,70,279892.97,319971.475333,323849.5425991789,-0.1238,Comportamento esperado
664,204492,Paulo Guedes,PT,MG,Viagens,Passagem Aérea - Sigepa,,,,,0,293,353926.68,195216.599630,167832.49260588933,0.9456,Comportamento esperado
496,178931,Luciano Ducci,PSB,PR,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,23,106,312168.17,263664.052022,329972.5348930845,0.147,Comportamento esperado
646,160642,Pastor Eurico,PL,PE,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,3,26,10322.05,10941.974167,12252.099914667077,-0.0506,Comportamento esperado
493,220581,Luciano Amaral,PSD,AL,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,2,78,487500.00,233502.585833,195708.62456859284,1.2978,Comportamento esperado
833,220684,Tião Medeiros,PP,PR,Publicidade,Assinatura De Publicações,0,Sem indício cadastral crítico,FOUND,ATIVA,1,2,1116.40,799.995625,610.7018274408415,0.5181,Comportamento esperado
667,74574,Paulo Magalhães,PSD,BA,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,1,36,95270.24,98257.521290,134321.8726415135,-0.0222,Comportamento esperado
673,171617,Paulão,PT,AL,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,3,9,5214.51,4087.430000,3910.7833872298947,0.2882,Comportamento esperado
36,74057,Alice Portugal,PCDOB,BA,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,5,35,26328.58,23153.030698,23468.568952979214,0.1353,Comportamento esperado
270,161550,Emidinho Madeira,PL,MG,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,6,50,299239.32,199358.988889,190617.58878325575,0.524,Comportamento esperado
807,178946,Soraya Santos,PL,RJ,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",0,Sem indício cadastral crítico,FOUND,ATIVA,2,13,73300.00,51555.638000,51954.41216850247,0.4185,Comportamento esperado
296,204477,Felício Laterça,PP,RJ,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,1,23,118965.00,162239.394390,163272.60476613723,-0.265,Comportamento esperado
364,220568,Gustavo Gayer,PL,GO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,0,Sem indício cadastral crítico,FOUND,ATIVA,1,17,3376.54,6198.595000,3686.025394951858,-0.7656,Comportamento esperado
627,66179,Norma Ayub,PP,ES,Outros,Serviços Postais,0,Sem indício cadastral crítico,FOUND,ATIVA,3,3,288.43,6239.835000,11400.549896811995,-0.522,Comportamento esperado
217,227433,Douglas Viegas,UNIÃO,SP,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,5,46,407333.37,243741.226243,313657.1515008437,0.5216,Comportamento esperado
4,204379,Acácio Favacho,MDB,AP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,0,Sem indício cadastral crítico,FOUND,ATIVA,1,5,40000.00,100700.000000,85842.76323604687,-0.7071,Comportamento esperado
552,204431,Marcos Aurélio Sampaio,MDB,PI,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,2,2,1338.44,64892.367419,74159.10998309037,-0.857,Comportamento esperado
524,204547,Léo Motta,REPUBLICANOS,MG,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Situação cadastral não ativa: SUSPENSA,FOUND,SUSPENSA,2,4,190.38,3421.773553,6721.942950865462,-0.4807,Fornecedor com CNPJ suspeito
212,160599,Dimas Fabiano,PP,MG,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,1,2000.00,194891.353020,276881.75990132586,-0.6967,Fornecedor com CNPJ suspeito
487,219592,Lucas Follador,PSC,RO,Viagens,Passagem Aérea - Sigepa,,,,,0,28,50173.95,146544.061250,69636.83718620405,-1.3839,Comportamento esperado
21,160559,Alceu Moreira,MDB,RS,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,32,41461.65,23263.014545,27193.710295909314,0.6692,Comportamento esperado
150,204514,Coronel Tadeu,PL,SP,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,96,303,53243.01,42192.750821,64034.19773844777,0.1726,Comportamento esperado
303,204411,Filipe Barros,PL,PR,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,8,11,145236.00,263664.052022,329972.5348930845,-0.3589,Comportamento esperado
645,180214,Pastor Diniz,UNIÃO,RR,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,5,56,406117.89,156360.151875,107532.52503854835,2.3226,Possível anomalia financeira
783,204387,Sargento Fahur,PSD,PR,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,2,68,74198.17,26722.504474,58025.433845182,0.8182,Comportamento esperado
524,204547,Léo Motta,REPUBLICANOS,MG,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,48,64,45222.20,65306.104375,92314.0005265802,-0.2176,Comportamento esperado
348,178996,Giovani Feltes,MDB,RS,Viagens,Passagem Aérea - Sigepa,,,,,0,48,90037.68,223297.576531,126627.95953182003,-1.0524,Comportamento esperado
842,74376,Vander Loubet,PT,MS,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,4,96,721.80,766.408000,769.6696611663995,-0.058,Comportamento esperado
856,178992,Vitor Lippi,PSDB,SP,Viagens,Passagem Aérea - Sigepa,,,,,0,64,86086.17,185430.171967,136227.76556134285,-0.7292,Comportamento esperado
361,220664,Guilherme Uchoa,PSD,PE,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,8,102,943408.87,241972.708182,301628.5621101344,2.3255,Possível anomalia financeira
6,221328,Adilson Barroso,PL,SP,Outros,Aquisição De Tokens E Certificados Digitais,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,120.00,237.090000,170.74249018787194,-0.6858,Comportamento esperado
654,141518,Paulinho Da Força,SOLIDARIEDADE,SP,Viagens,Passagem Aérea - Sigepa,,,,,0,356,325124.72,185430.171967,136227.76556134285,1.0254,Comportamento esperado
209,178929,Diego Garcia,REPUBLICANOS,PR,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,6,12,24459.27,113439.957419,130977.93601797776,-0.6794,Comportamento esperado
458,204497,Júnior Ferrari,PSD,PA,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,7,80,816300.19,319971.475333,323849.5425991789,1.5326,Comportamento esperado
732,204362,Ricardo Guidi,PL,SC,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,13,117,95116.46,70964.571200,106769.4367602354,0.2262,Comportamento esperado
147,204378,Coronel Chrisóstomo,PL,RO,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,4,97,560924.03,233590.273571,213347.19250523738,1.5343,Comportamento esperado
788,178921,Sebastião Oliveira,AVANTE,PE,Viagens,Passagem Aérea - Sigepa,,,,,0,40,55472.92,221741.150682,163177.94412569836,-1.0189,Comportamento esperado
338,204394,Gervásio Maia,PSB,PB,Viagens,Passagem Aérea - Sigepa,,,,,0,94,109262.16,168235.151250,151254.20824234045,-0.3899,Comportamento esperado
342,74270,Gilberto Nascimento,PSC,SP,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,2,20,86300.00,147254.510948,139673.23431152088,-0.4364,Comportamento esperado
290,66828,Fausto Pinato,PP,SP,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,2,9,20200.00,243741.226243,313657.1515008437,-0.7127,Comportamento esperado
581,220607,Max Lemos,PDT,RJ,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,2,14,1192.29,5314.154545,11413.915891543053,-0.3611,Comportamento esperado
196,220701,Delegado Matheus Laiola,UNIÃO,PR,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",0,Sem indício cadastral crítico,FOUND,ATIVA,2,9,3750.62,1895.154815,2124.8795888027494,0.8732,Comportamento esperado
353,229333,Gláucia Santiago,PL,MG,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,48,134,29029.99,65306.104375,92314.0005265802,-0.393,Comportamento esperado
169,220571,Daniel Agrobom,PSD,GO,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,2,532.73,65044.277593,95738.05404592726,-0.6738,Fornecedor com CNPJ suspeito
450,204457,Juninho Do Pneu,UNIÃO,RJ,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,1,12,144000.00,162239.394390,163272.60476613723,-0.1117,Comportamento esperado
421,209189,Joseildo Ramos,PT,BA,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",0,Sem indício cadastral crítico,FOUND,ATIVA,2,2,483.67,3634.349545,9001.916528866017,-0.35,Comportamento esperado
708,178951,Rafael Motta,PSB,RN,Locomoção,Locação Ou Fretamento De Veículos Automotores,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,7,35500.00,157542.546842,185025.17121572056,-0.6596,Fornecedor com CNPJ suspeito
316,204393,Frei Anastacio Ribeiro,PT,PB,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,4,5,2133.52,61582.608974,85760.8839439169,-0.6932,Fornecedor com CNPJ suspeito
283,234388,Fabiano Cazeca,PRD,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,2,28.04,5572.245385,10370.293242628488,-0.5346,Fornecedor com CNPJ suspeito
94,74052,Bosco Costa,PL,SE,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: INAPTA,FOUND,INAPTA,1,1,289.45,53493.520741,82556.56454059949,-0.6445,Fornecedor com CNPJ suspeito
652,74160,Patrus Ananias,PT,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,27,2543,77652.20,5572.245385,10370.293242628488,6.9506,Anomalia financeira extrema
652,74160,Patrus Ananias,PT,MG,Viagens,Passagem Aérea - Sigepa,,,,,0,139,142891.17,195216.599630,167832.49260588933,-0.3118,Comportamento esperado
224,220610,Dr. Fernando Máximo,PL,RO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,32,88,52720.15,15598.613913,18502.405565050612,2.0063,Possível anomalia financeira
729,73788,Ricardo Barros,PP,PR,Viagens,Passagem Aérea - Sigepa,,,,,0,255,307787.56,173223.575536,125997.34942419773,1.068,Comportamento esperado
655,220627,Paulinho Freire,UNIÃO,RN,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,106,400,80991.40,51927.710333,76131.03428420173,0.3818,Comportamento esperado
570,178843,Marx Beltrão,UNIÃO,AL,Viagens,Passagem Aérea - Sigepa,,,,,0,243,180333.83,198077.580000,173709.55138656954,-0.1021,Comportamento esperado
830,204519,Tiago Mitraud,NOVO,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,2,49,1999.19,5572.245385,10370.293242628488,-0.3445,Comportamento esperado
871,160592,Zeca Dirceu,PT,PR,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,4,6,13550.00,263664.052022,329972.5348930845,-0.758,Fornecedor com CNPJ suspeito
890,,,,NA,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,35,30250.00,76824.316875,122514.48277202321,-0.3802,Fornecedor com CNPJ suspeito
818,220682,Tadeu Veneri,PT,PR,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,5,25,4552.36,57944.345500,82353.4495793919,-0.6483,Fornecedor com CNPJ suspeito
13,178835,Afonso Motta,PDT,RS,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,8,153,38726.25,109428.142500,149558.61424927576,-0.4727,Comportamento esperado
167,220629,Dandara,PT,MG,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,8,86,132034.87,123562.947566,162703.54342443834,0.0521,Comportamento esperado
485,196358,Lourival Gomes,PP,RJ,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,51,146,42239.11,44023.319398,62812.667137756165,-0.0284,Comportamento esperado
598,179001,Márcio Biolchi,MDB,RS,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,94,90692.71,23263.014545,27193.710295909314,2.4796,Possível anomalia financeira
80,220612,Bebeto,PP,RJ,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,11,59100.00,226781.355120,259582.44863584734,-0.646,Fornecedor com CNPJ suspeito
282,178953,Expedito Netto,PSD,RO,Viagens,Passagem Aérea - Sigepa,,,,,0,113,154614.22,146544.061250,69636.83718620405,0.1159,Comportamento esperado
61,220544,Antonio Andrade,PSDB,TO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,1,38,323000.00,60332.404118,100110.53801139936,2.6238,Possível anomalia financeira
